id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
12760088,52630170,Manhattan,Harlem,40.8033,-73.95770999999999,Private room,3,2,0.05,1,0,50
141984,630453,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,3,68,0.69,1,277,175
34568205,646592,Brooklyn,Bedford-Stuyvesant,40.68758,-73.9195,Entire home/apt,4,3,1.8,1,9,94
12726907,4658415,Brooklyn,Williamsburg,40.71502,-73.94749,Entire home/apt,1,5,0.13,1,0,57
28409399,88982022,Manhattan,Upper East Side,40.77878,-73.95694,Private room,1,15,1.56,1,0,130
20152950,128414475,Brooklyn,Williamsburg,40.70609,-73.92828,Private room,1,3,0.13,3,0,91
6161282,31963371,Brooklyn,Williamsburg,40.71014,-73.96253,Entire home/apt,3,78,1.53,1,0,275
253623,1332108,Manhattan,Harlem,40.81512,-73.94691999999999,Private room,2,72,0.77,1,0,81
10165064,39603281,Manhattan,Upper West Side,40.79437,-73.97152,Entire home/apt,1,188,4.42,1,328,165
28020352,16714191,Manhattan,Gramercy,40.7358,-73.9806,Entire home/apt,3,6,0.69,1,351,160
26227629,26596078,Brooklyn,Bay Ridge,40.628040000000006,-74.02603,Entire home/apt,7,11,0.91,1,3,75
17512277,17770287,Manhattan,Murray Hill,40.74916,-73.98115,Entire home/apt,30,5,0.22,14,339,150
34749431,60434059,Brooklyn,Bushwick,40.69055,-73.91035,Private room,1,1,0.79,2,314,80
18120592,124860677,Queens,Flushing,40.75811,-73.81458,Private room,2,130,4.79,6,342,47
26867888,11460365,Brooklyn,Bedford-Stuyvesant,40.67844,-73.93831,Private room,1,14,1.24,1,22,200
31153254,50241946,Manhattan,Midtown,40.75017,-73.97241,Private room,2,20,3.17,1,1,250
27375467,9738823,Manhattan,Hell's Kitchen,40.76335,-73.98737,Private room,2,41,4.17,1,67,150
31379248,10032762,Brooklyn,Crown Heights,40.67612,-73.95855999999999,Entire home/apt,2,2,0.85,1,6,85
668691,3363720,Brooklyn,Bushwick,40.68888,-73.91911,Private room,5,69,0.89,3,223,45
21107481,25036260,Brooklyn,Bushwick,40.68949,-73.90987,Private room,1,66,3.24,3,120,60
10554070,6650002,Queens,Long Island City,40.75951,-73.92820999999999,Private room,3,42,0.99,1,3,59
22099266,119669058,Brooklyn,Bedford-Stuyvesant,40.694590000000005,-73.95551,Private room,2,22,1.64,34,289,65
24161365,2497606,Brooklyn,Bushwick,40.68261,-73.90714,Private room,6,1,0.08,1,0,45
15706724,78832142,Manhattan,Upper East Side,40.77851,-73.94985,Entire home/apt,2,60,1.85,1,305,218
31130,117287,Manhattan,Hell's Kitchen,40.76754,-73.98399,Private room,2,50,0.45,3,234,130
27279139,3662122,Brooklyn,Bushwick,40.70743,-73.92294,Entire home/apt,4,7,0.63,3,54,175
20254247,67444730,Brooklyn,Bedford-Stuyvesant,40.69444,-73.95116,Private room,30,2,0.09,2,0,60
3970345,363472,Manhattan,East Village,40.72088,-73.98149000000001,Entire home/apt,30,17,0.33,1,364,233
30937591,219517861,Manhattan,Murray Hill,40.74771,-73.97528,Entire home/apt,2,14,2.59,327,81,255
20691057,33899564,Manhattan,East Village,40.72405,-73.97747,Entire home/apt,4,6,0.26,1,0,150
22455153,26490904,Manhattan,Midtown,40.76151,-73.97635,Entire home/apt,30,2,0.17,4,280,220
15182188,96368935,Manhattan,Kips Bay,40.74385,-73.97827,Private room,3,3,0.09,1,0,89
19915204,139357580,Queens,Ditmars Steinway,40.77295,-73.90512,Private room,1,100,4.19,8,342,59
30885287,211549023,Manhattan,Midtown,40.74657,-73.98685,Entire home/apt,2,12,2.0,13,304,240
7656308,1311104,Brooklyn,Williamsburg,40.71256,-73.95695,Private room,30,19,0.43,1,0,45
19936586,26091462,Brooklyn,Bedford-Stuyvesant,40.69499,-73.94921,Private room,1,1,0.05,2,0,100
32090300,48112774,Brooklyn,Bedford-Stuyvesant,40.67767,-73.91784,Private room,1,7,1.83,1,365,100
29459091,22336312,Manhattan,Washington Heights,40.83284,-73.94461,Private room,2,17,1.99,2,27,75
23683049,80344984,Manhattan,Harlem,40.82733,-73.94937,Entire home/apt,3,28,1.74,1,272,245
32187475,7627510,Queens,Jackson Heights,40.75318,-73.88404,Private room,2,5,1.06,1,157,80
13466168,12176919,Manhattan,Financial District,40.70711,-74.01437,Entire home/apt,2,4,0.11,1,0,234
24199249,182411776,Manhattan,East Village,40.73045,-73.98066999999999,Private room,1,37,2.55,1,128,115
17790958,49651890,Manhattan,Nolita,40.72196,-73.99664,Private room,6,47,2.54,1,40,120
5231817,2119276,Manhattan,Upper East Side,40.76201,-73.96084,Entire home/apt,30,5,0.11,39,228,150
769279,1228080,Manhattan,East Village,40.72439,-73.97766999999999,Private room,7,1,0.03,1,0,100
34791645,30509656,Bronx,Port Morris,40.80858,-73.93164,Shared room,1,10,6.82,8,351,28
34199108,130155462,Manhattan,Financial District,40.70578,-74.00769,Entire home/apt,2,11,5.89,1,182,280
17829947,81141009,Brooklyn,Williamsburg,40.71666,-73.94561999999999,Entire home/apt,5,10,0.37,1,0,160
18704413,130035533,Brooklyn,Brooklyn Heights,40.69364,-73.99467,Entire home/apt,2,80,3.14,1,271,200
29967770,1126015,Brooklyn,DUMBO,40.70321,-73.98488,Entire home/apt,3,3,0.4,1,7,150
6423589,6767463,Brooklyn,Bushwick,40.70746,-73.92054,Private room,30,10,0.2,1,0,150
24200751,47424665,Queens,Ridgewood,40.70653,-73.90876999999999,Entire home/apt,2,42,3.44,2,108,280
19495598,49924298,Manhattan,NoHo,40.72805,-73.99146,Entire home/apt,3,1,0.04,1,0,139
14108870,1805238,Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.958,Private room,1,68,2.02,2,14,48
9459232,4052055,Manhattan,East Village,40.724,-73.98376,Private room,1,1,0.02,1,0,45
550288,2684478,Manhattan,Upper East Side,40.78024,-73.94813,Entire home/apt,4,16,0.2,1,0,160
2545184,4096786,Bronx,Norwood,40.87605,-73.88046999999999,Private room,6,40,0.73,1,313,70
7785582,11048791,Brooklyn,Bushwick,40.70068,-73.91620999999999,Private room,7,2,0.04,1,0,40
10434806,51501835,Manhattan,Hell's Kitchen,40.76486,-73.99479000000001,Entire home/apt,30,8,0.2,31,298,150
9854420,33889947,Manhattan,SoHo,40.72767,-74.00344,Entire home/apt,2,20,0.48,1,0,200
36075404,217595343,Manhattan,East Harlem,40.7982,-73.94422,Shared room,1,2,2.0,2,170,65
24000030,64892392,Manhattan,East Village,40.72921,-73.98629,Entire home/apt,3,5,0.37,1,5,95
24477757,169382341,Manhattan,East Village,40.722,-73.98396,Private room,5,11,0.84,2,76,89
31441434,136081476,Manhattan,Harlem,40.8087,-73.94157,Entire home/apt,2,17,3.31,1,19,150
19017889,92342,Brooklyn,Williamsburg,40.72059,-73.95846999999999,Entire home/apt,3,42,1.71,1,0,220
13463768,23121273,Brooklyn,East Flatbush,40.64286,-73.94839,Entire home/apt,5,8,0.22,1,0,75
25938492,194958383,Manhattan,East Harlem,40.79019,-73.94839,Private room,3,19,1.53,1,14,190
20653657,147683950,Manhattan,Hell's Kitchen,40.76154,-73.99306,Entire home/apt,2,16,0.75,1,240,499
57468,239208,Manhattan,East Village,40.72821,-73.98701,Entire home/apt,3,205,1.96,1,0,189
26749031,200621725,Brooklyn,Williamsburg,40.7132,-73.94164,Private room,2,75,6.2,2,15,69
29129018,217784241,Brooklyn,Williamsburg,40.70964,-73.95969000000001,Private room,1,81,8.97,4,0,60
35448516,266726110,Manhattan,Harlem,40.80494,-73.95588000000001,Private room,30,2,2.0,7,361,89
5831012,1409854,Manhattan,Upper East Side,40.77155,-73.94763,Private room,25,2,0.04,1,110,150
20483387,6824234,Brooklyn,Bedford-Stuyvesant,40.6897,-73.93078,Private room,4,1,0.05,1,0,50
24379279,184000316,Brooklyn,East New York,40.66972,-73.88393,Private room,1,1,0.09,1,87,55
21364703,8480056,Manhattan,SoHo,40.72706,-74.00476,Entire home/apt,2,17,0.84,1,6,170
24204338,63929490,Manhattan,East Harlem,40.78719,-73.95201,Private room,7,18,1.25,1,45,100
13864705,81953225,Bronx,Wakefield,40.8947,-73.85601,Private room,3,63,1.78,1,0,52
26064779,94669,Brooklyn,Bedford-Stuyvesant,40.68354,-73.94003000000001,Private room,3,43,3.57,2,0,55
6969473,30247261,Manhattan,Little Italy,40.72039,-73.99683,Entire home/apt,7,1,0.02,1,0,999
21633631,21099366,Brooklyn,Williamsburg,40.71223,-73.96025,Entire home/apt,4,5,0.25,1,0,150
4509500,2119276,Manhattan,Chelsea,40.73984,-74.0006,Entire home/apt,30,7,0.15,39,339,150
11910848,63544192,Manhattan,Tribeca,40.71893,-74.00485,Private room,25,2,0.05,1,0,60
1056804,2413155,Brooklyn,Boerum Hill,40.68554,-73.98924,Entire home/apt,4,95,1.26,1,251,225
6051856,9828418,Manhattan,Washington Heights,40.84411,-73.93764,Private room,2,3,0.07,1,0,45
12106348,64916208,Manhattan,Chelsea,40.739740000000005,-74.00069,Entire home/apt,1,55,1.41,1,0,206
13596286,2768182,Brooklyn,South Slope,40.66282,-73.98714,Private room,7,10,0.28,4,36,99
19503971,5751765,Manhattan,East Harlem,40.79956,-73.94113,Private room,2,93,3.9,2,323,82
8239650,13407785,Bronx,Throgs Neck,40.81476,-73.80001,Entire home/apt,2,44,2.23,1,153,325
15553495,2500106,Brooklyn,Clinton Hill,40.68908,-73.9678,Private room,2,18,0.55,1,0,65
1919896,1345452,Brooklyn,Crown Heights,40.67689,-73.95878,Entire home/apt,5,11,0.16,1,0,150
1190223,3202825,Queens,Astoria,40.76797,-73.92858000000001,Entire home/apt,7,11,0.63,1,143,119
3139918,469098,Brooklyn,Boerum Hill,40.684740000000005,-73.97959,Entire home/apt,3,55,0.94,1,7,150
34742586,85521952,Manhattan,Inwood,40.86858,-73.92042,Entire home/apt,2,1,1.0,1,234,200
17759482,32012247,Manhattan,Lower East Side,40.72194,-73.98940999999999,Shared room,1,5,0.18,1,0,68
7661218,345252,Brooklyn,Prospect Heights,40.6799,-73.96415999999999,Entire home/apt,7,9,0.19,3,0,150
25843716,6754369,Queens,Jamaica,40.69238,-73.80247,Private room,1,37,2.8,4,297,85
7679236,40327248,Queens,Neponsit,40.57215,-73.85821999999999,Entire home/apt,2,5,2.88,1,334,350
32612266,82326716,Brooklyn,Bedford-Stuyvesant,40.6953,-73.94391999999999,Entire home/apt,1,5,1.53,1,6,90
17450196,4378763,Queens,Long Island City,40.75276,-73.93101999999999,Private room,3,48,1.72,3,332,77
28840175,217111553,Manhattan,Chelsea,40.7467,-73.99335,Entire home/apt,3,44,4.78,1,48,288
22730139,167595532,Staten Island,Arden Heights,40.56033,-74.18259,Entire home/apt,1,20,1.55,1,6,75
20186021,94113622,Brooklyn,Bushwick,40.68252,-73.90651,Private room,3,2,0.09,2,165,60
31495625,17726859,Brooklyn,Prospect Heights,40.681,-73.96826999999999,Private room,1,1,0.18,1,0,150
18734568,130307692,Manhattan,Washington Heights,40.85618,-73.93085,Private room,2,7,0.27,1,0,44
12791778,17239096,Brooklyn,Williamsburg,40.71262,-73.94466,Private room,2,6,0.28,1,0,100
675793,3432742,Manhattan,West Village,40.73456,-74.00347,Private room,2,2,0.05,1,348,88
11971334,17638424,Queens,Elmhurst,40.74561,-73.87344,Private room,1,89,2.35,8,164,34
33746153,51614766,Bronx,Fordham,40.8667,-73.89115,Private room,1,5,1.76,1,364,70
22734483,45241930,Manhattan,Upper East Side,40.77207,-73.95599,Entire home/apt,60,6,0.36,3,33,150
9630342,49807312,Manhattan,East Village,40.72554,-73.9838,Entire home/apt,3,19,0.44,1,72,107
21344762,34867672,Manhattan,East Harlem,40.80891,-73.93798000000001,Entire home/apt,30,22,1.05,1,0,100
19064354,127784473,Manhattan,Roosevelt Island,40.76548,-73.94675,Private room,10,1,0.04,1,0,55
13466302,26297742,Manhattan,Upper West Side,40.77981,-73.98499,Entire home/apt,5,7,0.2,1,118,325
816637,1099716,Queens,Sunnyside,40.74263,-73.92475999999999,Entire home/apt,2,108,1.35,1,0,85
15421279,21600813,Manhattan,Harlem,40.82991,-73.94848,Private room,2,28,0.85,1,0,50
35510795,151810361,Queens,Flushing,40.76316,-73.82337,Private room,1,4,4.0,6,364,99
9876335,37401126,Brooklyn,East Flatbush,40.64165,-73.94062,Private room,2,32,0.74,4,362,50
20707833,148241246,Manhattan,Harlem,40.82444,-73.95111999999999,Private room,3,69,3.16,1,57,65
5845124,30346554,Queens,Astoria,40.76956,-73.91787,Private room,2,6,0.12,1,0,75
16260353,24967970,Manhattan,Inwood,40.86269,-73.9222,Private room,3,6,0.28,1,58,80
8534267,27974952,Brooklyn,East Flatbush,40.64487,-73.94919,Shared room,30,3,0.07,7,360,40
6989258,7339760,Manhattan,East Harlem,40.79243,-73.93952,Entire home/apt,2,1,0.02,1,0,130
6590549,6495511,Brooklyn,Williamsburg,40.712140000000005,-73.95111,Entire home/apt,3,5,0.1,1,0,175
15262831,97086824,Queens,Springfield Gardens,40.66735,-73.76647,Entire home/apt,1,434,12.84,1,102,49
15701072,101378990,Manhattan,Midtown,40.74634,-73.98704000000001,Private room,1,4,0.13,1,337,179
25264902,5024128,Queens,Sunnyside,40.74689,-73.91651999999999,Private room,2,31,2.4,1,319,70
15271865,68746033,Brooklyn,Bedford-Stuyvesant,40.68303,-73.91238,Private room,1,2,0.06,1,0,80
6971639,25237492,Manhattan,Upper East Side,40.76021,-73.96157,Entire home/apt,30,10,0.22,34,346,165
19439682,136288915,Queens,Richmond Hill,40.6839,-73.82444,Entire home/apt,1,272,11.56,1,56,79
18768127,30237517,Queens,Forest Hills,40.73526,-73.85065,Entire home/apt,3,6,0.27,6,0,88
17702320,10661558,Manhattan,Upper East Side,40.77571,-73.94803,Private room,1,120,4.34,4,147,119
24719244,186851013,Brooklyn,Fort Greene,40.68957,-73.97449,Entire home/apt,2,31,2.27,1,95,200
23613688,175583687,Bronx,Highbridge,40.83604,-73.93099000000001,Entire home/apt,1,22,1.4,3,1,240
11567179,10929225,Queens,Ridgewood,40.71112,-73.91932,Private room,2,2,0.05,1,0,60
3826226,15733420,Brooklyn,Bedford-Stuyvesant,40.68252,-73.94443000000001,Entire home/apt,4,138,2.66,2,322,165
20615793,3449385,Manhattan,Upper West Side,40.79273,-73.97592,Entire home/apt,4,32,1.51,1,0,100
34178190,204806146,Manhattan,Inwood,40.86594,-73.92487,Private room,1,7,3.28,1,143,46
2514689,12872352,Manhattan,Midtown,40.758790000000005,-73.96413000000001,Entire home/apt,1,87,1.37,3,267,399
479263,2373905,Brooklyn,Williamsburg,40.7182,-73.95763000000001,Entire home/apt,30,36,0.42,1,342,145
32721182,245805416,Brooklyn,DUMBO,40.70284,-73.99083,Entire home/apt,3,2,2.0,1,242,375
13343199,4243971,Brooklyn,Prospect-Lefferts Gardens,40.6602,-73.96016999999999,Entire home/apt,2,15,0.98,2,0,329
17716205,26980460,Brooklyn,Downtown Brooklyn,40.69383,-73.98539,Entire home/apt,14,1,0.1,1,0,180
26001925,67923313,Manhattan,Washington Heights,40.85811,-73.92921,Entire home/apt,5,5,0.44,1,18,90
13261498,74653179,Brooklyn,South Slope,40.66537,-73.98559,Entire home/apt,3,6,0.17,1,1,150
17368006,117365574,Manhattan,Chelsea,40.74819,-73.9954,Private room,1,147,5.08,5,292,82
3841048,18286622,Manhattan,Lower East Side,40.72174,-73.98501,Entire home/apt,1,8,0.13,1,0,150
7517614,39389693,Manhattan,Washington Heights,40.8327,-73.94485999999999,Entire home/apt,1,3,0.06,1,0,120
1025847,62316,Manhattan,East Village,40.72538,-73.98351,Entire home/apt,60,11,0.15,1,311,165
4961949,1649951,Manhattan,Lower East Side,40.72091,-73.98475,Entire home/apt,3,57,1.12,1,168,300
12274662,5606004,Brooklyn,Bushwick,40.70062,-73.92785,Private room,2,9,0.23,1,0,80
4758924,24555785,Brooklyn,Bushwick,40.69685,-73.92933000000001,Private room,1,1,0.02,1,0,73
27225628,23619449,Manhattan,Morningside Heights,40.81308,-73.95993,Private room,31,1,0.1,1,1,45
21068818,48146336,Manhattan,Hell's Kitchen,40.76269,-73.99364,Entire home/apt,30,4,0.23,20,272,130
34233430,258460961,Manhattan,Upper East Side,40.77932,-73.94547,Entire home/apt,3,4,1.9,1,315,150
29056345,155297713,Brooklyn,Bushwick,40.705290000000005,-73.92535,Private room,30,1,0.13,3,54,40
171776,803086,Manhattan,Harlem,40.802240000000005,-73.94558,Private room,2,17,0.18,2,88,170
35092820,263753140,Manhattan,Hell's Kitchen,40.76194,-73.99074,Entire home/apt,1,2,2.0,1,304,350
2209835,8811222,Manhattan,Kips Bay,40.74361,-73.97677,Entire home/apt,2,120,3.25,1,29,150
29340345,178337703,Bronx,Clason Point,40.805040000000005,-73.85327,Private room,1,1,0.11,1,364,300
14080022,84632856,Manhattan,Upper West Side,40.77743,-73.97616,Entire home/apt,3,4,0.11,1,0,325
7491626,30662827,Queens,Astoria,40.767,-73.93051,Entire home/apt,4,1,0.03,1,0,95
3465977,1535732,Manhattan,Upper West Side,40.78478,-73.97668,Entire home/apt,15,15,0.45,1,266,225
14784793,11427836,Brooklyn,Flatbush,40.63825,-73.95654,Entire home/apt,2,18,0.52,1,0,160
15827538,6119933,Brooklyn,Williamsburg,40.70944,-73.96161,Entire home/apt,2,23,0.72,2,11,209
13978084,116382,Brooklyn,Crown Heights,40.67023,-73.94078,Private room,1,82,2.28,5,356,57
33013974,245637171,Manhattan,East Village,40.72841,-73.98615,Private room,30,1,0.77,8,325,62
413775,2058589,Manhattan,Midtown,40.75816,-73.96457,Entire home/apt,2,16,0.24,1,167,275
18960496,132219692,Manhattan,Midtown,40.74683,-73.98761,Entire home/apt,1,138,5.45,1,142,158
13780126,80904983,Queens,Briarwood,40.71116,-73.81514,Entire home/apt,2,57,1.55,1,314,75
20708619,15647614,Brooklyn,Williamsburg,40.71647,-73.95333000000001,Private room,1,45,2.01,2,84,75
29905327,224867226,Brooklyn,Coney Island,40.577290000000005,-73.98728,Entire home/apt,5,2,0.26,1,323,101
27154602,1418015,Brooklyn,Crown Heights,40.6756,-73.95232,Private room,2,41,3.69,4,334,140
9999351,51368588,Manhattan,Upper East Side,40.76438,-73.95871,Entire home/apt,3,35,0.82,2,0,170
3725902,4830699,Brooklyn,Gowanus,40.6779,-73.98421,Entire home/apt,1,9,0.23,1,0,162
29904741,16677326,Manhattan,Chelsea,40.74942,-73.99593,Private room,1,23,3.18,12,362,85
21104699,333897,Queens,Ridgewood,40.69385,-73.90296,Private room,1,50,2.34,2,341,50
18721341,130186732,Brooklyn,Crown Heights,40.675740000000005,-73.94722,Entire home/apt,31,70,2.79,1,263,90
29052179,145981682,Manhattan,Theater District,40.75866,-73.98535,Entire home/apt,1,24,3.51,3,269,850
479867,2377104,Brooklyn,Williamsburg,40.71739,-73.95472,Entire home/apt,2,338,3.9,2,225,225
35647761,267818779,Manhattan,Financial District,40.70567,-74.00565999999999,Entire home/apt,1,2,2.0,1,246,265
28101217,74305569,Brooklyn,Bushwick,40.69552,-73.92341,Entire home/apt,2,3,0.29,2,0,143
13395513,74994238,Manhattan,SoHo,40.7207,-73.99815,Entire home/apt,30,10,0.31,1,30,76
34121613,3842238,Brooklyn,Bushwick,40.69013,-73.91176999999999,Private room,1,1,1.0,1,88,65
14283423,40405299,Manhattan,Upper West Side,40.77174,-73.98934,Entire home/apt,3,16,0.48,1,0,200
20876208,127618565,Brooklyn,Bushwick,40.70544,-73.91828000000001,Private room,1,90,4.26,1,42,59
26063550,193500709,Brooklyn,Bedford-Stuyvesant,40.67758,-73.90841,Private room,1,24,1.86,3,32,59
33492234,37273247,Queens,Maspeth,40.7289,-73.89803,Entire home/apt,2,4,1.88,1,338,130
26869417,143330625,Manhattan,Upper East Side,40.76943,-73.95971,Private room,2,8,0.68,1,0,82
19855804,79527116,Manhattan,East Village,40.72826,-73.98156,Entire home/apt,30,41,1.72,1,244,110
17743697,14746465,Manhattan,Harlem,40.81184,-73.94488,Private room,3,49,1.76,1,157,89
2754179,13347167,Manhattan,Upper East Side,40.772490000000005,-73.95756,Entire home/apt,30,3,0.09,29,298,117
12009651,87266,Manhattan,Harlem,40.8245,-73.94264,Entire home/apt,150,10,0.46,1,331,120
4765123,24584990,Manhattan,Harlem,40.8261,-73.95074,Private room,3,8,0.15,1,0,50
33493942,251817531,Brooklyn,Bedford-Stuyvesant,40.68913,-73.95639,Private room,2,6,4.74,4,316,72
30674080,64825610,Manhattan,Hell's Kitchen,40.76011,-73.99087,Entire home/apt,3,23,3.5,2,207,299
7869876,17382996,Bronx,Port Morris,40.80247,-73.91435,Entire home/apt,2,152,3.25,1,299,90
27045165,138635224,Manhattan,Washington Heights,40.85671,-73.93011,Shared room,1,19,1.82,2,341,40
19083269,4464205,Brooklyn,Bushwick,40.69446,-73.92486,Private room,2,6,0.25,2,0,37
12067652,3555480,Manhattan,Chelsea,40.74507,-73.99452,Entire home/apt,7,6,0.16,1,0,175
21473601,15894157,Manhattan,East Village,40.73073,-73.98601,Entire home/apt,3,27,1.33,1,7,145
7010681,36754170,Brooklyn,Prospect-Lefferts Gardens,40.65703,-73.95964000000001,Entire home/apt,1,2,0.04,1,0,110
3895455,157795,Brooklyn,Crown Heights,40.67658,-73.94683,Private room,4,4,0.11,2,0,42
20355009,142289760,Manhattan,Harlem,40.81698,-73.93968000000001,Private room,1,9,0.39,1,89,70
31175623,137358866,Manhattan,Harlem,40.81221,-73.94225,Private room,30,1,0.41,103,228,47
35160490,264798401,Queens,Rego Park,40.73213,-73.85717,Private room,7,1,1.0,1,365,90
23660722,26584499,Manhattan,Upper West Side,40.782990000000005,-73.98318,Entire home/apt,31,1,0.07,8,332,150
13881317,44034761,Manhattan,Upper West Side,40.77906,-73.98507,Entire home/apt,1,65,1.8,2,266,110
28306661,17450152,Manhattan,Hell's Kitchen,40.76438,-73.98955,Private room,2,29,2.87,5,0,85
35257699,264962468,Manhattan,Hell's Kitchen,40.76273,-73.99028,Entire home/apt,2,2,2.0,1,55,255
33636725,192951036,Manhattan,Greenwich Village,40.72667,-73.99878000000001,Entire home/apt,1,3,1.5,10,133,289
14706784,26538766,Brooklyn,Park Slope,40.6681,-73.97726,Shared room,1,46,1.38,2,0,78
33760723,211400652,Staten Island,Arden Heights,40.55762,-74.19626,Entire home/apt,5,1,1.0,1,55,70
11441692,6501137,Manhattan,West Village,40.73982,-74.00806999999999,Entire home/apt,1,10,0.25,1,0,228
2835738,2074433,Manhattan,Upper West Side,40.77397,-73.98241999999999,Entire home/apt,2,155,2.46,1,267,299
16830241,7837004,Manhattan,East Village,40.72979,-73.98917,Entire home/apt,5,29,0.98,1,0,170
22384915,1512819,Brooklyn,Flatbush,40.65278,-73.95392,Private room,3,13,0.7,5,76,45
28609705,215922295,Staten Island,Rosebank,40.61088,-74.07327,Entire home/apt,5,8,1.0,1,244,200
15005115,440145,Manhattan,Civic Center,40.71342,-73.99929,Entire home/apt,2,8,0.23,1,58,150
